latency_ms,rssi_dbm,snr_db,band,channel_util%,num_assoc_devices,client_speed_mbps,ap_vendor,protocol,distance_m
64.0,-81,52,2.4 GHz,33,2,150,Aruba,n,6.7
189.5,-41,26,5 GHz,87,2,150,Ubiquiti,ac,10.7
178.6,-77,43,2.4 GHz,77,13,866,Ubiquiti,ac,10.1
90.4,-60,10,2.4 GHz,3,28,72,TP‑Link,ac,7.4
146.8,-57,47,2.4 GHz,93,18,600,Aruba,ac,13.8
158.8,-38,28,2.4 GHz,95,20,72,Ubiquiti,ac,13.9
45.7,-72,54,2.4 GHz,25,25,150,Cisco,n,11.8
228.1,-49,40,2.4 GHz,61,13,866,Aruba,ac,24.2
158.7,-50,42,2.4 GHz,64,16,150,Aruba,ac,21.3
139.2,-52,12,5 GHz,4,9,72,Cisco,ac,24.3
159.5,-62,33,2.4 GHz,73,8,300,Cisco,n,24.6
129.0,-87,41,2.4 GHz,96,27,150,Aruba,ax,8.2
100.5,-76,45,5 GHz,40,21,433,Cisco,n,28.5
115.9,-60,23,2.4 GHz,98,4,433,Ubiquiti,ac,20.2
43.4,-68,33,2.4 GHz,67,12,433,Cisco,ac,24.4
318.7,-80,13,2.4 GHz,73,23,72,Cisco,ac,28.0
99.4,-52,26,2.4 GHz,55,24,150,Ubiquiti,ax,24.8
315.4,-65,28,5 GHz,69,20,72,Aruba,ac,17.7
117.2,-47,6,2.4 GHz,93,1,866,Aruba,ac,15.4
72.8,-60,50,5 GHz,59,11,72,Aruba,ax,17.3
224.1,-70,37,2.4 GHz,54,13,866,Cisco,n,26.5
135.7,-85,14,5 GHz,17,6,866,TP‑Link,ac,3.9
390.0,-85,49,2.4 GHz,52,13,433,TP‑Link,ac,12.8
71.6,-63,39,5 GHz,86,11,600,Aruba,ac,10.0
229.8,-71,39,2.4 GHz,67,18,866,Cisco,ac,14.5
237.3,-51,51,2.4 GHz,71,10,866,Cisco,ac,18.9
166.9,-56,25,2.4 GHz,16,11,150,TP‑Link,n,23.6
238.6,-75,22,5 GHz,84,26,600,Cisco,ac,2.2
100.8,-49,35,2.4 GHz,53,12,150,Ubiquiti,ac,14.1
63.0,-59,49,2.4 GHz,46,6,72,TP‑Link,n,10.1
76.9,-42,45,5 GHz,6,22,150,Cisco,n,22.6
112.2,-38,44,5 GHz,89,8,866,Ubiquiti,n,9.7
172.3,-38,43,5 GHz,63,5,72,Aruba,n,8.6
65.8,-84,6,2.4 GHz,31,23,433,Aruba,n,6.8
87.3,-61,29,2.4 GHz,53,7,72,TP‑Link,ac,16.1
69.0,-89,22,5 GHz,91,1,300,Cisco,n,3.5
191.4,-42,23,2.4 GHz,84,3,866,TP‑Link,ac,21.5
313.9,-52,47,5 GHz,30,22,866,Aruba,n,26.8
56.7,-76,24,5 GHz,79,8,866,Ubiquiti,ac,7.5
151.0,-57,46,5 GHz,1,12,866,Aruba,n,15.9
206.2,-60,50,2.4 GHz,43,15,433,TP‑Link,n,26.6
95.4,-61,27,2.4 GHz,55,9,72,Aruba,n,25.9
44.7,-61,13,5 GHz,66,6,433,Cisco,ac,23.9
222.8,-36,39,5 GHz,1,3,300,Aruba,ac,7.2
43.1,-48,48,5 GHz,31,3,150,Ubiquiti,ac,14.2
263.6,-68,25,2.4 GHz,26,27,600,TP‑Link,ac,29.5
68.1,-48,14,2.4 GHz,39,29,72,Cisco,ac,8.8
39.7,-83,31,5 GHz,69,19,72,Cisco,ax,5.7
80.4,-75,54,2.4 GHz,8,14,300,Cisco,n,13.6
106.7,-84,30,2.4 GHz,75,24,150,Ubiquiti,n,6.2
121.0,-42,27,2.4 GHz,10,25,600,Ubiquiti,ac,15.2
158.9,-89,26,2.4 GHz,51,13,600,TP‑Link,ac,19.3
127.9,-41,41,2.4 GHz,82,22,600,TP‑Link,ax,13.1
298.2,-45,22,2.4 GHz,88,3,72,TP‑Link,ac,9.1
103.6,-38,41,5 GHz,97,5,433,Aruba,n,14.9
132.1,-48,54,5 GHz,43,25,866,Ubiquiti,ac,24.1
125.3,-65,43,2.4 GHz,49,15,866,Aruba,n,24.9
37.2,-46,51,5 GHz,90,24,72,TP‑Link,n,2.2
50.6,-36,44,2.4 GHz,13,17,150,Cisco,n,3.3
112.5,-41,47,5 GHz,91,4,150,TP‑Link,ax,27.7
142.2,-47,6,5 GHz,9,5,150,TP‑Link,ac,8.4
30.5,-48,22,2.4 GHz,10,16,866,Cisco,n,13.4
306.7,-55,18,5 GHz,5,4,72,Ubiquiti,n,5.1
149.3,-41,48,2.4 GHz,23,25,433,Cisco,ax,11.4
108.6,-67,16,5 GHz,87,8,866,TP‑Link,ac,23.3
145.1,-63,53,5 GHz,21,21,600,Aruba,n,3.5
77.6,-44,39,5 GHz,44,8,300,Ubiquiti,ax,14.6
121.8,-76,11,2.4 GHz,80,23,433,Aruba,ac,19.2
134.1,-48,39,2.4 GHz,88,9,300,TP‑Link,ac,10.0
224.4,-84,22,2.4 GHz,44,15,600,TP‑Link,ac,25.0
97.9,-58,19,2.4 GHz,36,8,866,Cisco,ac,2.1
43.8,-89,54,2.4 GHz,46,26,433,Cisco,n,14.0
62.0,-36,44,2.4 GHz,59,16,300,Aruba,n,25.9
93.1,-44,43,2.4 GHz,32,16,866,Aruba,ac,5.3
46.6,-77,20,2.4 GHz,67,9,300,Cisco,ac,7.4
58.0,-82,38,2.4 GHz,80,6,72,TP‑Link,ac,20.3
62.4,-55,22,5 GHz,5,23,150,Cisco,ax,10.8
89.2,-41,35,2.4 GHz,82,2,433,Ubiquiti,ac,8.9
148.1,-73,24,5 GHz,68,2,300,Cisco,ac,16.6
86.6,-38,35,5 GHz,6,20,866,TP‑Link,ac,19.7
154.3,-65,42,2.4 GHz,80,19,600,Ubiquiti,n,22.0
108.6,-66,20,2.4 GHz,50,10,433,Aruba,ac,12.7
59.2,-72,5,5 GHz,3,23,866,Cisco,ac,18.5
135.5,-76,9,2.4 GHz,9,2,600,Cisco,ac,27.7
122.8,-72,50,2.4 GHz,6,13,150,Aruba,ac,28.6
156.9,-81,52,5 GHz,41,27,600,Aruba,n,19.7
177.1,-70,39,5 GHz,52,10,600,Ubiquiti,ac,17.1
228.8,-75,10,2.4 GHz,24,23,866,Ubiquiti,ac,22.8
151.2,-87,34,2.4 GHz,97,9,72,TP‑Link,ac,27.4
120.3,-71,26,5 GHz,4,7,72,Aruba,n,8.3
157.3,-88,16,2.4 GHz,97,10,600,Cisco,ac,12.4
81.4,-81,23,5 GHz,15,9,866,Cisco,ax,2.6
77.7,-51,44,2.4 GHz,11,4,150,Aruba,n,29.1
248.1,-89,54,2.4 GHz,49,27,866,Ubiquiti,ac,24.9
76.3,-73,48,2.4 GHz,76,17,72,Ubiquiti,ac,4.1
63.4,-53,15,5 GHz,66,28,600,Ubiquiti,n,26.3
151.1,-89,30,2.4 GHz,79,19,300,Aruba,ac,21.8
81.8,-50,31,5 GHz,45,26,433,TP‑Link,ac,26.2
176.0,-86,19,5 GHz,87,12,866,Cisco,ac,25.8
218.5,-87,26,5 GHz,76,6,433,TP‑Link,ac,8.9
68.8,-80,24,5 GHz,5,28,150,TP‑Link,n,10.2
162.4,-43,8,2.4 GHz,50,24,866,Cisco,n,11.5
75.2,-88,25,2.4 GHz,97,27,150,Aruba,ac,21.5
94.3,-85,23,2.4 GHz,72,27,433,Ubiquiti,n,20.5
131.7,-38,20,2.4 GHz,82,9,150,TP‑Link,ac,15.7
77.8,-57,35,2.4 GHz,72,16,866,Aruba,ac,17.2
124.5,-59,40,5 GHz,61,22,866,Cisco,n,14.6
99.2,-88,7,5 GHz,34,26,300,Ubiquiti,ax,11.1
178.4,-69,22,2.4 GHz,7,4,300,Ubiquiti,ac,24.8
178.7,-59,6,2.4 GHz,30,28,300,Ubiquiti,ax,18.0
78.1,-61,46,5 GHz,24,22,866,Ubiquiti,n,23.4
133.5,-62,51,5 GHz,72,14,433,Ubiquiti,ax,6.5
195.4,-84,28,5 GHz,35,22,72,Aruba,ac,8.9
57.4,-36,52,2.4 GHz,36,9,600,Ubiquiti,ax,13.4
98.8,-52,36,2.4 GHz,85,11,300,Aruba,ac,8.3
130.0,-77,48,5 GHz,20,6,72,Aruba,ax,19.1
56.0,-37,52,2.4 GHz,76,12,300,Cisco,n,22.0
83.8,-74,34,5 GHz,35,9,72,Cisco,ac,8.4
279.3,-83,27,2.4 GHz,94,17,150,TP‑Link,n,2.4
76.2,-41,42,2.4 GHz,95,13,600,Cisco,ac,19.0
81.4,-82,13,2.4 GHz,42,9,300,Cisco,ac,29.5
150.1,-87,19,5 GHz,78,12,300,Cisco,ac,11.2
52.1,-56,32,2.4 GHz,91,17,300,TP‑Link,ac,19.8
100.2,-76,15,5 GHz,60,23,866,Aruba,ac,3.3
63.7,-82,29,5 GHz,89,26,150,Ubiquiti,ax,17.9
124.3,-85,47,5 GHz,68,8,866,TP‑Link,ax,17.7
22.8,-84,44,5 GHz,2,13,300,Cisco,ax,17.9
114.0,-38,49,5 GHz,61,21,300,Aruba,n,15.6
132.2,-54,48,5 GHz,24,6,433,Cisco,ax,14.6
85.2,-44,21,2.4 GHz,59,22,600,Aruba,ac,26.2
88.5,-56,40,5 GHz,80,17,300,Cisco,ax,2.4
78.9,-61,23,5 GHz,20,4,433,Aruba,ac,12.5
99.3,-79,53,5 GHz,66,19,300,Aruba,ac,13.7
250.1,-37,13,2.4 GHz,54,5,600,Cisco,n,25.2
181.8,-45,18,2.4 GHz,23,16,866,Ubiquiti,n,12.9
99.3,-61,52,5 GHz,76,9,866,Aruba,ac,4.5
83.8,-85,16,5 GHz,78,1,433,Cisco,n,5.4
171.5,-49,35,2.4 GHz,1,20,150,TP‑Link,ac,5.4
119.5,-72,19,5 GHz,32,20,433,TP‑Link,n,18.9
55.2,-79,19,2.4 GHz,8,8,433,Aruba,n,16.8
92.4,-50,38,2.4 GHz,60,2,150,Aruba,n,9.0
234.0,-44,44,5 GHz,88,26,866,Cisco,n,7.3
146.5,-57,16,5 GHz,93,13,600,Aruba,n,27.5
84.4,-86,54,2.4 GHz,40,25,300,Cisco,ac,18.4
42.2,-57,9,5 GHz,24,13,72,Cisco,ac,25.6
123.9,-40,10,5 GHz,32,22,600,Aruba,n,9.4
109.0,-53,53,5 GHz,6,25,150,Ubiquiti,n,15.3
97.4,-76,7,5 GHz,35,20,600,Cisco,ac,9.2
172.7,-55,20,2.4 GHz,66,26,300,Ubiquiti,n,6.5
147.6,-77,11,2.4 GHz,2,2,600,Ubiquiti,ac,12.9
42.9,-42,16,2.4 GHz,73,23,866,Cisco,ac,2.1
109.4,-44,8,2.4 GHz,84,21,72,Aruba,n,26.9
49.0,-59,22,2.4 GHz,31,24,72,TP‑Link,ax,14.6
79.7,-83,19,2.4 GHz,77,19,600,Cisco,ac,5.5
46.9,-68,12,2.4 GHz,47,7,300,Aruba,ac,15.1
47.9,-84,40,2.4 GHz,98,18,600,TP‑Link,n,26.4
133.3,-48,6,2.4 GHz,50,21,72,Cisco,ac,28.8
125.4,-53,28,2.4 GHz,60,29,866,TP‑Link,ac,2.0
104.5,-76,20,2.4 GHz,81,22,150,Aruba,n,29.3
75.5,-43,37,2.4 GHz,28,25,72,Ubiquiti,ax,11.1
45.0,-49,21,5 GHz,69,23,300,Cisco,ac,21.8
79.9,-39,28,5 GHz,85,3,600,TP‑Link,ac,23.1
125.7,-75,45,5 GHz,28,24,72,Ubiquiti,ax,27.4
124.0,-81,12,5 GHz,80,21,433,Aruba,n,13.5
231.1,-64,26,5 GHz,28,5,600,Aruba,ac,23.5
211.3,-76,33,5 GHz,61,6,433,Aruba,n,21.2
107.0,-50,41,2.4 GHz,33,8,72,Ubiquiti,ax,11.1
79.4,-67,31,2.4 GHz,63,18,150,Aruba,ac,25.1
64.7,-56,41,5 GHz,15,23,433,Ubiquiti,ac,27.0
41.3,-81,44,5 GHz,81,26,433,Cisco,n,17.9
52.1,-86,44,5 GHz,14,5,72,Aruba,n,24.9
125.8,-39,35,2.4 GHz,34,29,300,TP‑Link,ac,19.5
153.8,-66,50,5 GHz,81,4,72,TP‑Link,ac,24.1
89.3,-83,6,2.4 GHz,10,18,433,Aruba,n,19.3
382.0,-46,29,5 GHz,83,29,300,Ubiquiti,ac,21.4
52.3,-83,45,2.4 GHz,40,13,433,Aruba,n,3.1
39.2,-36,10,2.4 GHz,26,29,300,Cisco,ac,4.7
377.9,-69,45,2.4 GHz,83,19,866,Aruba,ac,13.6
43.9,-65,6,2.4 GHz,85,10,72,Cisco,ac,24.1
88.5,-76,44,2.4 GHz,86,26,150,Aruba,ac,3.8
68.0,-86,14,5 GHz,57,1,72,Aruba,n,2.4
131.5,-68,38,2.4 GHz,20,23,866,Cisco,n,8.1
84.5,-70,46,2.4 GHz,71,12,150,Aruba,n,26.1
154.1,-66,45,2.4 GHz,70,21,72,Cisco,ac,26.8
174.8,-64,33,5 GHz,88,1,600,Ubiquiti,n,10.2
41.1,-56,50,2.4 GHz,73,27,866,Cisco,ax,21.1
63.5,-86,12,2.4 GHz,31,5,866,Aruba,ac,21.7
162.2,-71,16,5 GHz,45,18,150,Cisco,ax,2.0
196.3,-43,11,2.4 GHz,66,7,72,Aruba,n,12.5
117.5,-38,40,5 GHz,77,27,150,Aruba,ac,6.2
137.5,-61,49,2.4 GHz,31,25,150,Aruba,ax,11.7
240.1,-70,51,5 GHz,26,25,600,Aruba,ac,9.4
85.2,-68,31,5 GHz,90,11,300,Aruba,ax,4.1
116.8,-47,11,2.4 GHz,99,6,300,Aruba,n,29.6
211.4,-69,13,5 GHz,30,1,433,Ubiquiti,n,16.0
219.5,-39,36,2.4 GHz,7,6,300,TP‑Link,ax,6.1
99.8,-89,49,2.4 GHz,62,19,150,TP‑Link,n,8.6
64.7,-57,54,5 GHz,2,10,150,Aruba,n,3.0
99.1,-62,41,5 GHz,19,3,150,Ubiquiti,ac,10.4
105.0,-66,49,2.4 GHz,53,29,72,TP‑Link,ax,3.8
63.3,-64,28,5 GHz,37,26,433,Cisco,ac,8.9
69.0,-82,14,2.4 GHz,5,13,150,Aruba,n,14.2
219.7,-71,28,2.4 GHz,35,8,600,Ubiquiti,ac,20.8
141.4,-71,9,2.4 GHz,67,13,300,Ubiquiti,ac,25.3
88.8,-54,38,5 GHz,75,7,300,Ubiquiti,ac,3.5
54.2,-58,21,5 GHz,75,3,866,Ubiquiti,n,8.9
69.5,-68,21,2.4 GHz,29,12,600,Ubiquiti,n,5.8
37.7,-62,5,5 GHz,66,5,150,Aruba,ac,11.7
119.4,-59,54,5 GHz,33,4,72,Ubiquiti,n,6.9
67.2,-88,26,2.4 GHz,65,29,600,Ubiquiti,ac,8.6
125.2,-42,44,2.4 GHz,1,1,150,TP‑Link,ac,27.7
161.2,-41,30,2.4 GHz,41,25,72,TP‑Link,ac,20.0
126.3,-70,37,2.4 GHz,32,27,433,TP‑Link,ac,26.3
82.3,-49,28,2.4 GHz,67,13,600,Cisco,ac,17.2
61.4,-69,39,2.4 GHz,27,26,433,Cisco,ac,25.0
49.8,-87,14,2.4 GHz,30,15,600,Cisco,ac,11.8
206.9,-43,54,2.4 GHz,54,27,150,Aruba,ac,8.8
123.0,-76,26,5 GHz,65,25,866,Cisco,ac,17.4
85.2,-71,5,5 GHz,40,20,150,Ubiquiti,ac,28.4
148.5,-59,52,5 GHz,89,17,433,Cisco,ac,25.4
187.2,-66,6,5 GHz,98,1,150,Aruba,n,8.8
68.0,-76,28,2.4 GHz,61,9,433,Cisco,ac,28.7
120.8,-46,44,2.4 GHz,55,29,866,TP‑Link,ax,16.7
122.3,-71,23,2.4 GHz,52,27,866,Ubiquiti,ac,13.8
233.9,-58,15,5 GHz,8,21,150,TP‑Link,ac,10.1
84.4,-54,17,2.4 GHz,41,15,300,TP‑Link,ac,19.6
60.1,-39,39,2.4 GHz,81,13,866,TP‑Link,ac,18.2
128.9,-64,33,5 GHz,69,13,150,Aruba,ac,25.1
156.0,-65,30,2.4 GHz,6,22,866,Aruba,n,27.6
114.9,-40,30,5 GHz,14,8,433,Aruba,n,22.9
243.6,-64,20,2.4 GHz,83,17,433,Ubiquiti,ax,7.2
84.3,-74,51,2.4 GHz,73,19,866,Aruba,n,5.7
116.6,-88,16,5 GHz,41,20,866,Cisco,ac,17.0
42.9,-73,46,2.4 GHz,94,5,866,TP‑Link,ac,6.3
58.2,-80,43,2.4 GHz,7,24,72,Ubiquiti,n,19.3
68.3,-74,5,5 GHz,76,13,72,Aruba,n,6.5
92.9,-61,13,5 GHz,97,28,72,Cisco,ax,8.5
46.7,-62,32,2.4 GHz,44,13,433,Aruba,ac,4.3
147.3,-80,12,2.4 GHz,50,24,300,Ubiquiti,n,25.4
64.8,-65,47,2.4 GHz,22,4,150,Ubiquiti,n,18.5
341.1,-66,27,2.4 GHz,85,26,600,Ubiquiti,n,11.7
66.1,-88,46,2.4 GHz,72,1,150,TP‑Link,ac,13.1
109.4,-75,10,2.4 GHz,42,17,866,Ubiquiti,ax,5.8
101.3,-51,6,5 GHz,24,22,300,Cisco,n,25.7
55.4,-89,37,2.4 GHz,46,10,300,Cisco,ac,10.5
93.1,-74,45,2.4 GHz,45,28,72,TP‑Link,ac,4.0
92.4,-64,54,2.4 GHz,36,20,72,Ubiquiti,n,12.1
174.9,-81,44,2.4 GHz,84,27,72,Cisco,ac,8.8
131.8,-55,42,2.4 GHz,37,17,150,Aruba,ac,13.4
146.0,-51,7,5 GHz,12,21,72,Cisco,ac,26.1
172.6,-72,35,2.4 GHz,79,2,300,Cisco,ax,22.9
147.4,-78,40,5 GHz,73,2,600,Cisco,ac,8.8
120.2,-48,24,5 GHz,4,17,600,Cisco,n,11.0
67.9,-79,54,5 GHz,69,11,600,TP‑Link,ac,14.1
115.6,-82,54,5 GHz,49,13,433,TP‑Link,n,6.5
60.7,-89,47,5 GHz,67,18,72,Ubiquiti,n,10.0
97.4,-85,48,2.4 GHz,27,11,866,Ubiquiti,ac,10.6
89.9,-43,33,2.4 GHz,18,29,866,Cisco,n,7.3
93.4,-39,46,5 GHz,56,22,150,TP‑Link,ac,9.7
46.9,-60,8,2.4 GHz,6,18,866,Aruba,n,13.9
22.9,-40,16,2.4 GHz,22,26,433,Aruba,ax,25.7
80.3,-52,38,5 GHz,5,1,300,TP‑Link,n,21.0
197.2,-68,11,2.4 GHz,35,6,72,Aruba,ac,3.9
108.5,-51,45,2.4 GHz,90,25,866,TP‑Link,ac,16.2
188.7,-67,13,5 GHz,53,24,433,Cisco,ax,8.6
60.9,-38,22,2.4 GHz,74,17,300,Aruba,ac,2.0
78.0,-44,17,5 GHz,74,5,600,Cisco,ac,17.8
353.6,-44,32,5 GHz,13,9,600,Cisco,ac,7.6
63.0,-61,9,2.4 GHz,94,17,433,Ubiquiti,n,20.1
144.3,-62,45,2.4 GHz,16,3,150,Ubiquiti,ac,9.3
144.1,-84,49,5 GHz,25,25,300,Cisco,ac,8.8
134.8,-55,42,2.4 GHz,65,10,433,TP‑Link,n,18.5
145.4,-84,14,5 GHz,48,27,150,TP‑Link,n,18.5
62.5,-61,19,2.4 GHz,22,16,72,Aruba,n,25.8
82.6,-83,16,2.4 GHz,35,9,866,Aruba,ac,7.6
24.4,-64,35,5 GHz,41,2,433,Aruba,n,29.6
238.6,-48,49,2.4 GHz,60,24,433,Cisco,ac,12.3
144.9,-74,48,2.4 GHz,79,20,300,Ubiquiti,ac,29.2
68.3,-57,52,5 GHz,37,26,600,Aruba,ax,6.4
61.3,-76,39,2.4 GHz,39,7,300,TP‑Link,ax,28.7
199.3,-74,16,2.4 GHz,10,6,72,Cisco,n,29.0
65.5,-80,24,5 GHz,95,7,600,Cisco,n,10.1
68.2,-82,19,2.4 GHz,61,12,150,TP‑Link,n,7.7
54.0,-70,8,5 GHz,26,11,600,Aruba,ax,18.9
161.4,-84,45,2.4 GHz,4,23,300,TP‑Link,n,5.8
187.0,-41,33,5 GHz,95,28,300,Ubiquiti,ac,10.3
90.3,-50,53,2.4 GHz,5,1,433,Ubiquiti,n,29.5
187.7,-78,47,5 GHz,19,16,300,Cisco,ac,23.4
128.0,-42,37,2.4 GHz,88,19,300,Aruba,n,24.3
52.2,-70,7,5 GHz,34,7,150,Cisco,ac,26.5
228.3,-61,27,5 GHz,87,13,300,Cisco,ac,21.3
53.7,-52,28,5 GHz,55,22,150,Aruba,ax,22.1
94.3,-48,38,2.4 GHz,56,16,300,Aruba,ax,22.5
90.4,-90,33,2.4 GHz,93,2,866,Ubiquiti,ac,13.0
81.1,-75,44,2.4 GHz,2,13,300,Ubiquiti,n,4.8
32.0,-72,6,5 GHz,35,10,433,Cisco,n,19.1
309.7,-58,10,2.4 GHz,34,6,72,TP‑Link,n,24.4
34.1,-43,52,2.4 GHz,73,4,72,Cisco,ac,8.6
236.9,-66,26,2.4 GHz,35,11,600,Ubiquiti,n,7.1
60.1,-65,46,2.4 GHz,88,25,600,Aruba,n,28.8
72.2,-86,47,2.4 GHz,72,25,600,Cisco,n,5.9
223.0,-62,11,2.4 GHz,90,5,433,Ubiquiti,n,17.4
136.4,-64,40,2.4 GHz,81,18,150,TP‑Link,ac,22.8
43.6,-55,13,2.4 GHz,74,22,72,TP‑Link,ac,4.7
43.2,-44,12,2.4 GHz,36,14,866,TP‑Link,n,17.7
124.5,-59,17,2.4 GHz,73,2,150,TP‑Link,ax,21.0
53.2,-88,42,5 GHz,42,21,866,Cisco,ac,3.2
140.3,-46,9,2.4 GHz,34,5,150,TP‑Link,n,13.8
149.0,-64,38,5 GHz,23,6,433,Cisco,ac,15.3
63.9,-64,24,2.4 GHz,89,9,72,Ubiquiti,ac,17.6
74.5,-42,18,5 GHz,73,3,600,Aruba,ac,3.1
127.0,-58,16,2.4 GHz,5,28,300,Ubiquiti,ac,27.0
62.2,-47,22,5 GHz,35,16,433,Aruba,ac,26.1
108.6,-42,22,5 GHz,58,24,72,Cisco,ac,25.9
366.7,-63,20,5 GHz,70,1,150,Aruba,n,16.6
130.7,-36,30,2.4 GHz,31,6,300,TP‑Link,n,24.1
81.8,-81,54,5 GHz,70,5,72,TP‑Link,ac,24.4
329.0,-43,27,2.4 GHz,27,3,600,Cisco,ac,29.0
168.4,-44,14,2.4 GHz,16,21,300,Cisco,ac,24.9
53.9,-85,35,5 GHz,9,5,600,Aruba,ax,5.3
59.9,-82,46,5 GHz,88,27,150,TP‑Link,n,6.0
36.0,-88,34,5 GHz,66,22,72,Aruba,ax,16.2
125.6,-75,31,5 GHz,82,9,866,Aruba,n,21.9
29.6,-36,38,5 GHz,54,8,150,Ubiquiti,n,25.4
328.8,-84,49,2.4 GHz,58,12,866,Cisco,ac,2.3
87.8,-89,8,2.4 GHz,29,16,600,Cisco,n,14.1
174.8,-65,54,2.4 GHz,9,20,433,TP‑Link,n,13.9
83.1,-71,49,2.4 GHz,71,14,433,Ubiquiti,ac,21.4
124.3,-56,53,5 GHz,17,24,433,Aruba,ac,17.5
95.0,-57,29,2.4 GHz,87,23,300,Cisco,ax,24.5
106.7,-45,47,5 GHz,10,8,866,Cisco,ax,21.6
208.3,-68,9,2.4 GHz,97,12,72,Ubiquiti,ax,15.5
270.8,-65,25,2.4 GHz,46,24,600,TP‑Link,ac,8.7
258.1,-89,48,5 GHz,28,22,433,Aruba,n,20.0
543.0,-37,18,2.4 GHz,27,29,72,Aruba,ax,8.4
66.3,-79,43,2.4 GHz,68,3,433,Cisco,ac,20.1
131.7,-58,20,5 GHz,83,3,866,Aruba,ac,6.2
67.2,-42,34,2.4 GHz,48,15,150,Ubiquiti,ac,7.9
203.1,-57,37,2.4 GHz,44,7,433,Aruba,ac,14.0
55.4,-56,48,5 GHz,87,22,300,Ubiquiti,n,16.5
210.5,-81,22,2.4 GHz,45,22,72,TP‑Link,n,28.7
117.2,-52,44,5 GHz,33,13,72,TP‑Link,n,19.0
98.4,-80,26,5 GHz,92,2,150,TP‑Link,n,13.9
105.4,-52,24,2.4 GHz,80,11,433,Cisco,n,25.2
49.9,-59,8,5 GHz,58,9,600,Aruba,ax,5.9
52.3,-64,8,2.4 GHz,2,12,72,Ubiquiti,ac,2.4
118.5,-51,43,2.4 GHz,39,25,72,TP‑Link,n,9.2
118.0,-51,10,5 GHz,97,22,866,Aruba,n,16.9
69.0,-79,10,2.4 GHz,98,20,866,TP‑Link,ax,19.8
87.2,-70,14,2.4 GHz,67,1,433,TP‑Link,ac,24.4
138.5,-64,21,2.4 GHz,46,19,600,Ubiquiti,ac,18.9
62.0,-82,13,2.4 GHz,86,16,150,Ubiquiti,ax,5.3
34.0,-71,34,2.4 GHz,58,18,72,Cisco,ax,24.2
243.9,-88,46,2.4 GHz,6,12,866,TP‑Link,n,2.3
123.6,-66,31,5 GHz,38,15,150,TP‑Link,ac,21.8
76.7,-79,38,5 GHz,33,10,300,TP‑Link,ac,16.6
67.1,-78,49,2.4 GHz,67,23,433,Cisco,ax,15.9
61.7,-45,49,2.4 GHz,22,12,433,Aruba,ac,22.9
202.7,-83,37,2.4 GHz,77,26,72,Aruba,ac,3.2
45.3,-84,8,2.4 GHz,25,27,433,Cisco,ac,13.5
131.5,-73,44,5 GHz,63,24,433,Ubiquiti,ac,28.4
131.4,-89,42,5 GHz,30,16,600,Aruba,ac,2.4
163.2,-43,20,2.4 GHz,25,14,866,Aruba,n,26.6
81.2,-36,13,5 GHz,70,16,600,TP‑Link,ac,20.2
231.3,-46,11,5 GHz,94,23,433,Cisco,ac,27.4
166.2,-47,18,2.4 GHz,80,25,866,Cisco,ax,3.3
79.6,-85,42,5 GHz,51,22,300,TP‑Link,ac,24.6
65.2,-60,52,2.4 GHz,91,21,72,Cisco,ac,16.9
95.2,-86,12,5 GHz,82,14,866,Aruba,ac,9.0
77.9,-74,25,5 GHz,91,8,866,Aruba,ac,15.2
59.0,-63,46,2.4 GHz,1,10,866,Ubiquiti,n,27.8
108.3,-53,9,2.4 GHz,81,29,866,Ubiquiti,ac,14.3
87.6,-75,52,2.4 GHz,52,12,866,Ubiquiti,ax,5.8
265.3,-76,5,5 GHz,70,14,600,Aruba,n,3.8
77.9,-45,19,5 GHz,93,15,72,Aruba,ac,2.4
64.9,-78,6,2.4 GHz,52,11,600,TP‑Link,n,7.9
104.0,-64,43,5 GHz,69,5,72,Ubiquiti,ac,17.4
121.2,-75,26,2.4 GHz,98,7,72,Ubiquiti,ac,11.8
127.0,-44,26,2.4 GHz,12,7,433,TP‑Link,n,26.5
126.2,-61,32,2.4 GHz,74,6,866,TP‑Link,n,24.0
106.2,-85,19,5 GHz,71,3,150,TP‑Link,n,15.0
101.5,-82,42,5 GHz,19,28,72,Aruba,ac,8.4
149.5,-37,26,2.4 GHz,2,3,433,Cisco,n,13.6
55.9,-39,44,5 GHz,63,4,300,Aruba,ac,19.9
65.1,-48,37,5 GHz,37,17,866,Ubiquiti,ac,2.7
39.3,-86,38,2.4 GHz,32,27,150,Ubiquiti,ac,26.9
56.4,-50,54,2.4 GHz,24,21,866,TP‑Link,ax,20.3
190.6,-54,30,2.4 GHz,54,4,150,Ubiquiti,ac,29.0
145.7,-39,20,2.4 GHz,25,18,300,Ubiquiti,n,20.6
287.0,-64,41,2.4 GHz,8,18,600,TP‑Link,ax,12.2
246.1,-65,40,5 GHz,5,22,866,Ubiquiti,ac,14.3
146.4,-56,29,2.4 GHz,26,9,300,Cisco,ax,2.2
113.5,-82,21,5 GHz,62,12,433,Aruba,ax,3.6
105.2,-50,51,5 GHz,53,29,433,Aruba,n,4.9
28.9,-63,17,2.4 GHz,74,24,433,Ubiquiti,n,13.0
98.2,-80,8,2.4 GHz,60,8,600,Aruba,ac,10.0
72.1,-46,36,2.4 GHz,29,22,72,Aruba,n,13.2
57.9,-76,9,5 GHz,91,25,866,Aruba,ac,13.4
